applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x078_external_source_rescue_0001	work_candidate_latcarib_lit_book_sand	The Book of Sand	Jorge Luis Borges	x078_britannica_book_of_sand	x078_item_britannica_book_of_sand	x078_ev_britannica_book_of_sand	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Penguin Random House confirm The Book of Sand as Borges's late major story collection.
x078_external_source_rescue_0002	work_candidate_latcarib_lit_book_sand	The Book of Sand	Jorge Luis Borges	x078_prh_book_of_sand	x078_item_prh_book_of_sand	x078_ev_prh_book_of_sand	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Penguin Random House confirm The Book of Sand as Borges's late major story collection.
x078_external_source_rescue_0003	work_candidate_global_lit_burning_plain	The Burning Plain	Juan Rulfo	x078_britannica_burning_plain	x078_item_britannica_burning_plain	x078_ev_britannica_burning_plain	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and University of Texas Press confirm The Burning Plain as the English title for Rulfo's El Llano en llamas story collection.
x078_external_source_rescue_0004	work_candidate_global_lit_burning_plain	The Burning Plain	Juan Rulfo	x078_utpress_burning_plain	x078_item_utpress_burning_plain	x078_ev_utpress_burning_plain	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and University of Texas Press confirm The Burning Plain as the English title for Rulfo's El Llano en llamas story collection.
x078_external_source_rescue_0005	work_candidate_scale5_lit_lottery_stories	The Lottery and Other Stories	Shirley Jackson	x078_macmillan_lottery_stories	x078_item_macmillan_lottery_stories	x078_ev_macmillan_lottery_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Macmillan/Farrar, Straus and Giroux and Google Books confirm The Lottery and Other Stories as Shirley Jackson's lifetime story collection.
x078_external_source_rescue_0006	work_candidate_scale5_lit_lottery_stories	The Lottery and Other Stories	Shirley Jackson	x078_google_books_lottery_stories	x078_item_google_books_lottery_stories	x078_ev_google_books_lottery_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Macmillan/Farrar, Straus and Giroux and Google Books confirm The Lottery and Other Stories as Shirley Jackson's lifetime story collection.
x078_external_source_rescue_0007	work_candidate_indig_lit_new_net_fishing	The New Net Goes Fishing	Witi Ihimaera	x078_britannica_new_net	x078_item_britannica_new_net	x078_ev_britannica_new_net	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Encyclopedia.com confirm The New Net Goes Fishing as Witi Ihimaera's 1977 short story collection.
x078_external_source_rescue_0008	work_candidate_indig_lit_new_net_fishing	The New Net Goes Fishing	Witi Ihimaera	x078_encyclopedia_new_net	x078_item_encyclopedia_new_net	x078_ev_encyclopedia_new_net	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Encyclopedia.com confirm The New Net Goes Fishing as Witi Ihimaera's 1977 short story collection.
x078_external_source_rescue_0009	work_candidate_euro_under_lit_encyclopedia_dead	The Encyclopedia of the Dead	Danilo Kis	x078_nup_encyclopedia_dead	x078_item_nup_encyclopedia_dead	x078_ev_nup_encyclopedia_dead	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Northwestern University Press and Google Books confirm The Encyclopedia of the Dead as Danilo Kis's story collection in English translation.
x078_external_source_rescue_0010	work_candidate_euro_under_lit_encyclopedia_dead	The Encyclopedia of the Dead	Danilo Kis	x078_google_books_encyclopedia_dead	x078_item_google_books_encyclopedia_dead	x078_ev_google_books_encyclopedia_dead	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Northwestern University Press and Google Books confirm The Encyclopedia of the Dead as Danilo Kis's story collection in English translation.
