applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x076_external_source_rescue_0001	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0850_kisses_from_another_dream_poems	Kisses From Another Dream: Poems	Antonio Porta	x076_google_books_kisses_from_another_dream	x076_item_google_books_kisses_from_another_dream	x076_ev_google_books_kisses_from_another_dream	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the University of Chicago City Lights Pocket Poets exhibit independently confirm Kisses From Another Dream as Antonio Porta's 1987 City Lights Pocket Poets volume.
x076_external_source_rescue_0002	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0850_kisses_from_another_dream_poems	Kisses From Another Dream: Poems	Antonio Porta	x076_uchicago_city_lights_kisses_from_another_dream	x076_item_uchicago_city_lights_kisses_from_another_dream	x076_ev_uchicago_city_lights_kisses_from_another_dream	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the University of Chicago City Lights Pocket Poets exhibit independently confirm Kisses From Another Dream as Antonio Porta's 1987 City Lights Pocket Poets volume.
x076_external_source_rescue_0003	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0872_la_pell_de_brau_poems	La Pell de Brau: Poems	Salvador Espriu	x076_enciclopedia_cat_la_pell_de_brau	x076_item_enciclopedia_cat_la_pell_de_brau	x076_ev_enciclopedia_cat_la_pell_de_brau	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Enciclopedia.cat and the Associacio d'Escriptors en Llengua Catalana confirm La pell de brau as Espriu's 1960 poetry collection.
x076_external_source_rescue_0004	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0872_la_pell_de_brau_poems	La Pell de Brau: Poems	Salvador Espriu	x076_escriptors_cat_la_pell_de_brau	x076_item_escriptors_cat_la_pell_de_brau	x076_ev_escriptors_cat_la_pell_de_brau	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Enciclopedia.cat and the Associacio d'Escriptors en Llengua Catalana confirm La pell de brau as Espriu's 1960 poetry collection.
x076_external_source_rescue_0005	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0938_exile_and_other_poems	Exile and Other Poems	Saint-John Perse	x076_nobel_perse_exile_and_other_poems	x076_item_nobel_perse_exile_and_other_poems	x076_ev_nobel_perse_exile_and_other_poems	prize_or_reception_layer	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	NobelPrize.org and Britannica independently identify Exile and Other Poems as a central Saint-John Perse exile-period work.
x076_external_source_rescue_0006	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0938_exile_and_other_poems	Exile and Other Poems	Saint-John Perse	x076_britannica_perse_exile_and_other_poems	x076_item_britannica_perse_exile_and_other_poems	x076_ev_britannica_perse_exile_and_other_poems	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	NobelPrize.org and Britannica independently identify Exile and Other Poems as a central Saint-John Perse exile-period work.
x076_external_source_rescue_0007	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0938_exile_and_other_poems	Exile and Other Poems	Saint-John Perse	x076_nobel_bibliography_perse_exile_and_other_poems	x076_item_nobel_bibliography_perse_exile_and_other_poems	x076_ev_nobel_bibliography_perse_exile_and_other_poems	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	NobelPrize.org and Britannica independently identify Exile and Other Poems as a central Saint-John Perse exile-period work.
x076_external_source_rescue_0008	work_candidate_southasia_lit_angarey	Angarey	Sajjad Zaheer, Rashid Jahan, Ahmed Ali, and Mahmuduzzafar	x076_oxford_academic_analysing_angarey	x076_item_oxford_academic_analysing_angarey	x076_ev_oxford_academic_analysing_angarey	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Oxford Academic and a DOAJ-indexed article independently confirm Angarey as the 1932 collection associated with the Progressive Writers' Movement.
x076_external_source_rescue_0009	work_candidate_southasia_lit_angarey	Angarey	Sajjad Zaheer, Rashid Jahan, Ahmed Ali, and Mahmuduzzafar	x076_doaj_writers_of_angarey	x076_item_doaj_writers_of_angarey	x076_ev_doaj_writers_of_angarey	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Oxford Academic and a DOAJ-indexed article independently confirm Angarey as the 1932 collection associated with the Progressive Writers' Movement.
x076_external_source_rescue_0010	work_candidate_southasia_lit_angarey	Angarey	Sajjad Zaheer, Rashid Jahan, Ahmed Ali, and Mahmuduzzafar	x076_tandfonline_angarey_censored_literature	x076_item_tandfonline_angarey_censored_literature	x076_ev_tandfonline_angarey_censored_literature	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Oxford Academic and a DOAJ-indexed article independently confirm Angarey as the 1932 collection associated with the Progressive Writers' Movement.
x076_external_source_rescue_0011	work_candidate_euro_under_lit_sanatorium_hourglass	Sanatorium Under the Sign of the Hourglass	Bruno Schulz	x076_encyclopedia_com_sanatorium_hourglass	x076_item_encyclopedia_com_sanatorium_hourglass	x076_ev_encyclopedia_com_sanatorium_hourglass	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Encyclopedia.com and Penguin Classics/PRH confirm Sanatorium Under the Sign of the Hourglass as Schulz's 1937 second surviving fiction collection.
x076_external_source_rescue_0012	work_candidate_euro_under_lit_sanatorium_hourglass	Sanatorium Under the Sign of the Hourglass	Bruno Schulz	x076_prh_schulz_complete_fiction_sanatorium	x076_item_prh_schulz_complete_fiction_sanatorium	x076_ev_prh_schulz_complete_fiction_sanatorium	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Encyclopedia.com and Penguin Classics/PRH confirm Sanatorium Under the Sign of the Hourglass as Schulz's 1937 second surviving fiction collection.
x076_external_source_rescue_0013	work_candidate_euro_under_lit_sanatorium_hourglass	Sanatorium Under the Sign of the Hourglass	Bruno Schulz	x076_prh_reading_guide_sanatorium	x076_item_prh_reading_guide_sanatorium	x076_ev_prh_reading_guide_sanatorium	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Encyclopedia.com and Penguin Classics/PRH confirm Sanatorium Under the Sign of the Hourglass as Schulz's 1937 second surviving fiction collection.
x076_external_source_rescue_0014	work_candidate_indig_lit_pounamu_pounamu	Pounamu Pounamu	Witi Ihimaera	x076_britannica_ihimaera_pounamu	x076_item_britannica_ihimaera_pounamu	x076_ev_britannica_ihimaera_pounamu	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica, Britannica's New Zealand literature article, and Penguin New Zealand confirm Pounamu Pounamu as Ihimaera's 1972 first story collection and a central modern New Zealand literature work.
