applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x074_external_source_rescue_0001	work_candidate_scale4_lit_ephrem_hymns_paradise	Hymns on Paradise	Ephrem the Syrian	x074_svspress_ephrem_hymns_paradise	x074_item_svspress_ephrem_hymns_paradise	x074_ev_svspress_ephrem_hymns_paradise	publisher_reference_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Publisher and Cambridge Core review evidence confirm the exact Hymns on Paradise scope.
x074_external_source_rescue_0002	work_candidate_scale4_lit_ephrem_hymns_paradise	Hymns on Paradise	Ephrem the Syrian	x074_cambridge_ephrem_hymns_paradise_review	x074_item_cambridge_ephrem_hymns_paradise_review	x074_ev_cambridge_ephrem_hymns_paradise_review	scholarly_edition_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Publisher and Cambridge Core review evidence confirm the exact Hymns on Paradise scope.
x074_external_source_rescue_0003	work_candidate_southasia_lit_jatakamala	Jatakamala	Arya Shura	x074_nyupress_jatakamala_clay	x074_item_nyupress_jatakamala_clay	x074_ev_nyupress_jatakamala_clay	scholarly_edition_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University press editions confirm Arya Shura's Jatakamala as a thirty-four-story Sanskrit Buddhist work.
x074_external_source_rescue_0004	work_candidate_southasia_lit_jatakamala	Jatakamala	Arya Shura	x074_uchicago_jatakamala_reference	x074_item_uchicago_jatakamala_reference	x074_ev_uchicago_jatakamala_reference	publisher_reference_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University press editions confirm Arya Shura's Jatakamala as a thirty-four-story Sanskrit Buddhist work.
x074_external_source_rescue_0005	work_candidate_bloom_reviewed_in_our_time	In Our Time	Ernest Hemingway	x074_britannica_hemingway_in_our_time	x074_item_britannica_hemingway_in_our_time	x074_ev_britannica_hemingway_in_our_time	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and Library of America evidence confirm Hemingway's 1925 story collection.
x074_external_source_rescue_0006	work_candidate_bloom_reviewed_in_our_time	In Our Time	Ernest Hemingway	x074_prh_hemingway_in_our_time	x074_item_prh_hemingway_in_our_time	x074_ev_prh_hemingway_in_our_time	publisher_reference_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and Library of America evidence confirm Hemingway's 1925 story collection.
x074_external_source_rescue_0007	work_candidate_bloom_reviewed_in_our_time	In Our Time	Ernest Hemingway	x074_loa_hemingway_in_our_time	x074_item_loa_hemingway_in_our_time	x074_ev_loa_hemingway_in_our_time	authoritative_collection	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Reference, publisher, and Library of America evidence confirm Hemingway's 1925 story collection.
x074_external_source_rescue_0008	work_candidate_bloom_oconnor_complete_stories	Complete Stories	Flannery O'Connor	x074_britannica_oconnor_complete_stories	x074_item_britannica_oconnor_complete_stories	x074_ev_britannica_oconnor_complete_stories	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and National Book Foundation evidence confirm O'Connor's posthumous Complete Stories and its 1972 National Book Award.
x074_external_source_rescue_0009	work_candidate_bloom_oconnor_complete_stories	Complete Stories	Flannery O'Connor	x074_nbf_oconnor_complete_stories	x074_item_nbf_oconnor_complete_stories	x074_ev_nbf_oconnor_complete_stories	prize_or_reception_layer	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and National Book Foundation evidence confirm O'Connor's posthumous Complete Stories and its 1972 National Book Award.
x074_external_source_rescue_0010	work_candidate_completion_lit_gimpel_fool	Gimpel the Fool and Other Stories	Isaac Bashevis Singer	x074_britannica_gimpel_work_reference	x074_item_britannica_gimpel_work_reference	x074_ev_britannica_gimpel_work_reference	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Encyclopedia.com evidence confirm the title story and 1957 collection scope.
