applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x070_external_source_rescue_0001	work_candidate_mandatory_bradstreet_tenth_muse	The Tenth Muse Lately Sprung Up in America	Anne Bradstreet	x070_britannica_bradstreet_tenth_muse_reference	x070_britannica_bradstreet_tenth_muse	x070_ev_britannica_bradstreet_tenth_muse	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0002	work_candidate_mandatory_bradstreet_tenth_muse	The Tenth Muse Lately Sprung Up in America	Anne Bradstreet	x070_poetry_foundation_bradstreet_tenth_muse_reference	x070_poetry_foundation_bradstreet_tenth_muse	x070_ev_poetry_foundation_bradstreet_tenth_muse	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0003	work_candidate_latcarib_lit_walcott_collected_poems	Collected Poems, 1948-1984	Derek Walcott	x070_macmillan_walcott_collected_poems_reference	x070_macmillan_walcott_collected_poems_1948_1984	x070_ev_macmillan_walcott_collected_poems_1948_1984	publisher_reference_series	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0004	work_candidate_latcarib_lit_walcott_collected_poems	Collected Poems 1948-1984	Derek Walcott	x070_nobel_walcott_bibliography_reference	x070_nobel_walcott_collected_poems_1948_1984	x070_ev_nobel_walcott_collected_poems_1948_1984	prize_or_reception_layer	inclusion	weak	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0005	work_candidate_latcarib_lit_all_fires_fire	All Fires the Fire, and Other Stories	Julio Cortazar	x070_britannica_all_fires_fire_reference	x070_britannica_all_fires_fire	x070_ev_britannica_all_fires_fire	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0006	work_candidate_latcarib_lit_all_fires_fire	Todos los fuegos el fuego / All Fires the Fire	Julio Cortazar	x070_balcells_all_fires_fire_reference	x070_balcells_todos_los_fuegos_el_fuego	x070_ev_balcells_todos_los_fuegos_el_fuego	publisher_reference_series	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0007	work_candidate_latcarib_lit_blow_up	Blow-Up and Other Stories	Julio Cortazar	x070_encyclopedia_com_blow_up_reference	x070_encyclopedia_com_blow_up_and_other_stories	x070_ev_encyclopedia_com_blow_up_and_other_stories	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0008	work_candidate_latcarib_lit_blow_up	Blow-Up: And Other Stories	Julio Cortazar	x070_penguin_random_house_blow_up_reference	x070_penguin_random_house_blow_up_and_other_stories	x070_ev_penguin_random_house_blow_up_and_other_stories	publisher_reference_series	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0009	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0835_collected_poems	Collected Poems: Primo Levi	Primo Levi	x070_poetry_foundation_primo_levi_reference	x070_poetry_foundation_primo_levi_collected_poems	x070_ev_poetry_foundation_primo_levi_collected_poems	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0010	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0835_collected_poems	Collected Poems	Primo Levi	x070_los_angeles_times_primo_levi_collected_poems_review	x070_latimes_primo_levi_collected_poems	x070_ev_latimes_primo_levi_collected_poems	prize_or_reception_layer	inclusion	weak	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0011	work_candidate_completion_lit_selected_poems_milosz	Selected Poems	Czeslaw Milosz	x070_nobel_milosz_bibliography_reference	x070_nobel_milosz_selected_poems	x070_ev_nobel_milosz_selected_poems	prize_or_reception_layer	inclusion	weak	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0012	work_candidate_completion_lit_selected_poems_milosz	Selected Poems	Czeslaw Milosz	x070_washington_post_milosz_selected_poems_review	x070_washington_post_milosz_selected_poems	x070_ev_washington_post_milosz_selected_poems	prize_or_reception_layer	inclusion	weak	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0013	work_candidate_global_lit_nazim_hikmet_poems	Selected Poems	Nazim Hikmet	x070_poetry_foundation_hikmet_selected_poems_reference	x070_poetry_foundation_hikmet_selected_poems	x070_ev_poetry_foundation_hikmet_selected_poems	reference_encyclopedia	inclusion	moderate	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
x070_external_source_rescue_0014	work_candidate_global_lit_nazim_hikmet_poems	Selected Poems of Nazim Hikmet	Nazim Hikmet; Taner Baybars	x070_encyclopedia_com_taner_baybars_hikmet_reference	x070_encyclopedia_com_hikmet_selected_poems_baybars	x070_ev_encyclopedia_com_hikmet_selected_poems_baybars	reference_encyclopedia	inclusion	weak	accepted	closed_by_independent_external_support	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	External work-level source support added; unsafe local high-risk component row was not promoted.
