applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x075_external_source_rescue_0001	work_candidate_global_lit_odes_solomon	Odes of Solomon	Early Syriac Christian poetic tradition	x075_encyclopedia_com_odes_solomon_reference	x075_item_encyclopedia_com_odes_solomon_reference	x075_ev_encyclopedia_com_odes_solomon_reference	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Encyclopedia.com and Cambridge Core confirm the Odes of Solomon as an early Christian poem/hymn collection.
x075_external_source_rescue_0002	work_candidate_global_lit_odes_solomon	Odes of Solomon	Early Syriac Christian poetic tradition	x075_cambridge_odes_solomon_early_christian_writings	x075_item_cambridge_odes_solomon_early_christian_writings	x075_ev_cambridge_odes_solomon_early_christian_writings	scholarly_edition_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Encyclopedia.com and Cambridge Core confirm the Odes of Solomon as an early Christian poem/hymn collection.
x075_external_source_rescue_0003	work_candidate_bloom_reviewed_novelle_rusticane	Novelle Rusticane	Giovanni Verga	x075_britannica_verga_novelle_rusticane	x075_item_britannica_verga_novelle_rusticane	x075_ev_britannica_verga_novelle_rusticane	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Treccani independently confirm Verga's Novelle rusticane as an 1883 story collection.
x075_external_source_rescue_0004	work_candidate_bloom_reviewed_novelle_rusticane	Novelle Rusticane	Giovanni Verga	x075_treccani_verga_novelle_rusticane	x075_item_treccani_verga_novelle_rusticane	x075_ev_treccani_verga_novelle_rusticane	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica and Treccani independently confirm Verga's Novelle rusticane as an 1883 story collection.
x075_external_source_rescue_0005	work_candidate_indig_lit_old_indian_legends	Old Indian Legends	Zitkala-Sa	x075_britannica_zitkala_old_indian_legends	x075_item_britannica_zitkala_old_indian_legends	x075_ev_britannica_zitkala_old_indian_legends	reference_encyclopedia	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica, Nebraska Press, and Cambridge Core confirm the 1901 Old Indian Legends scope.
x075_external_source_rescue_0006	work_candidate_indig_lit_old_indian_legends	Old Indian Legends	Zitkala-Sa	x075_nebraska_press_old_indian_legends	x075_item_nebraska_press_old_indian_legends	x075_ev_nebraska_press_old_indian_legends	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica, Nebraska Press, and Cambridge Core confirm the 1901 Old Indian Legends scope.
x075_external_source_rescue_0007	work_candidate_indig_lit_old_indian_legends	Old Indian Legends	Zitkala-Sa	x075_cambridge_old_indian_legends_chapter	x075_item_cambridge_old_indian_legends_chapter	x075_ev_cambridge_old_indian_legends_chapter	scholarly_edition_series	inclusion	weak	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Britannica, Nebraska Press, and Cambridge Core confirm the 1901 Old Indian Legends scope.
x075_external_source_rescue_0008	work_candidate_scale4_lit_magana_jari_ce	Magana Jari Ce	Abubakar Imam	x075_doaj_magana_jari_ce_reference	x075_item_doaj_magana_jari_ce_reference	x075_ev_doaj_magana_jari_ce_reference	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	A DOAJ-indexed University of Warsaw article and Google Books record confirm Abubakar Imam's Magana Jari Ce as a major Hausa work.
x075_external_source_rescue_0009	work_candidate_scale4_lit_magana_jari_ce	Magana Jari Ce	Abubakar Imam	x075_google_books_magana_jari_ce	x075_item_google_books_magana_jari_ce	x075_ev_google_books_magana_jari_ce	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	A DOAJ-indexed University of Warsaw article and Google Books record confirm Abubakar Imam's Magana Jari Ce as a major Hausa work.
x075_external_source_rescue_0010	work_candidate_completion_lit_love_fallen_city	Love in a Fallen City	Eileen Chang	x075_prh_love_in_a_fallen_city	x075_item_prh_love_in_a_fallen_city	x075_ev_prh_love_in_a_fallen_city	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Penguin Random House/NYRB and the MCLC Resource Center confirm the English collection scope and reception.
