applied_id	work_id	title	creator	source_id	source_item_id	evidence_id	source_type	evidence_type	evidence_strength	reviewer_status	source_debt_status_before	source_debt_status_after	action_lane_after	resolution_status	next_action	rationale
x079_external_source_rescue_0001	work_candidate_bloom_gap_031_0135_the_poems_of_st_john_of_the_cross	The Poems of St. John of the Cross	San Juan de la Cruz (Saint John of the Cross)	x079_uchicago_poems_st_john_cross	x079_item_uchicago_poems_st_john_cross	x079_ev_uchicago_poems_st_john_cross	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of Chicago Press and BiblioVault confirm The Poems of St. John of the Cross as an author-specific complete-poems edition translated by John Frederick Nims.
x079_external_source_rescue_0002	work_candidate_bloom_gap_031_0135_the_poems_of_st_john_of_the_cross	The Poems of St. John of the Cross	San Juan de la Cruz (Saint John of the Cross)	x079_bibliovault_poems_st_john_cross	x079_item_bibliovault_poems_st_john_cross	x079_ev_bibliovault_poems_st_john_cross	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of Chicago Press and BiblioVault confirm The Poems of St. John of the Cross as an author-specific complete-poems edition translated by John Frederick Nims.
x079_external_source_rescue_0003	work_candidate_bloom_gap_031_0134_the_unknown_light_the_poems_of_fray_luis_de_leon	The Unknown Light: The Poems of Fray Luis de Leon	Fray Luis de Leon	x079_google_books_unknown_light	x079_item_google_books_unknown_light	x079_ev_google_books_unknown_light	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the Academy of American Poets confirm The Unknown Light: The Poems of Fray Luis de Leon as Willis Barnstone's 1979 State University of New York Press translation.
x079_external_source_rescue_0004	work_candidate_bloom_gap_031_0134_the_unknown_light_the_poems_of_fray_luis_de_leon	The Unknown Light: The Poems of Fray Luis de Leon	Fray Luis de Leon	x079_poets_barnstone_unknown_light	x079_item_poets_barnstone_unknown_light	x079_ev_poets_barnstone_unknown_light	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Google Books and the Academy of American Poets confirm The Unknown Light: The Poems of Fray Luis de Leon as Willis Barnstone's 1979 State University of New York Press translation.
x079_external_source_rescue_0005	work_candidate_bloom_reviewed_she_wolf_stories	The She-Wolf and Other Stories	Giovanni Verga	x079_ucpress_she_wolf_stories	x079_item_ucpress_she_wolf_stories	x079_ev_ucpress_she_wolf_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of California Press and Google Books confirm The She-Wolf and Other Stories as a Verga short-fiction collection translated and introduced by Giovanni Cecchetti.
x079_external_source_rescue_0006	work_candidate_bloom_reviewed_she_wolf_stories	The She-Wolf and Other Stories	Giovanni Verga	x079_google_books_she_wolf_stories	x079_item_google_books_she_wolf_stories	x079_ev_google_books_she_wolf_stories	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	University of California Press and Google Books confirm The She-Wolf and Other Stories as a Verga short-fiction collection translated and introduced by Giovanni Cecchetti.
x079_external_source_rescue_0007	work_candidate_bloom_chesnutt_short_fiction	The Short Fiction	Charles W. Chesnutt	x079_jstor_chesnutt_short_fiction_review	x079_item_jstor_chesnutt_short_fiction_review	x079_ev_jstor_chesnutt_short_fiction_review	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	A CLA Journal review on JSTOR and a Washington State University Chesnutt bibliography confirm The Short Fiction of Charles W. Chesnutt as a Howard University Press collection edited by Sylvia Lyons Render.
x079_external_source_rescue_0008	work_candidate_bloom_chesnutt_short_fiction	The Short Fiction	Charles W. Chesnutt	x079_wsu_chesnutt_bibliography	x079_item_wsu_chesnutt_bibliography	x079_ev_wsu_chesnutt_bibliography	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	A CLA Journal review on JSTOR and a Washington State University Chesnutt bibliography confirm The Short Fiction of Charles W. Chesnutt as a Howard University Press collection edited by Sylvia Lyons Render.
x079_external_source_rescue_0009	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0857_a_longing_for_the_light_selected_poems	A Longing for the Light: Selected Poems	Vicente Aleixandre	x079_copper_aleixandre_longing_light	x079_item_copper_aleixandre_longing_light	x079_ev_copper_aleixandre_longing_light	publisher_reference_series	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Copper Canyon Press and EBSCO confirm A Longing for the Light: Selected Poems of Vicente Aleixandre as a selected-poems edition edited and translated by Lewis Hyde.
x079_external_source_rescue_0010	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0857_a_longing_for_the_light_selected_poems	A Longing for the Light: Selected Poems	Vicente Aleixandre	x079_ebsco_aleixandre_longing_light	x079_item_ebsco_aleixandre_longing_light	x079_ev_ebsco_aleixandre_longing_light	language_literary_history	inclusion	moderate	accepted	open_no_evidence	closed_by_independent_external_support	""	source_debt_closed_after_external_support	review_cut_side_scoring_after_refresh	Copper Canyon Press and EBSCO confirm A Longing for the Light: Selected Poems of Vicente Aleixandre as a selected-poems edition edited and translated by Lewis Hyde.
